no,name,date,how_old,fuel,length,person,hp,sil,tok,method,auto_stick,dom_for,new_price,old_price
1994,현대 아슬란 G300 익스클루시브,15/12(16년형),2016.0,가솔린,2만km,,270.0,6.0,31.5,FF,,국산,4210.0,2799.0
1995,현대 에쿠스 GS 300 밸류,04/04,2004.0,가솔린,17만km,,203.0,6.0,25.8,FF,,국산,4090.0,380.0
1996,쌍용 액티언 스포츠 AX7 4WD 클럽,10/01,2010.0,디젤,24만km,,145.0,,31.6,FR,,국산,2266.0,490.0
1997,기아 그랜드카니발 GLX 최고급형,08/04,2008.0,디젤,7만km,,170.0,4.0,36.0,FF,,국산,2510.0,1250.0
1998,현대 뉴 제네시스 G330 프리미엄 AWD,14/03(15년형),2015.0,가솔린,13만km,,282.0,6.0,35.4,AWD,,국산,5401.0,2190.0
1999,현대 제네시스 쿠페 200 터보 P,09/10(10년형),2010.0,가솔린,8만km,,210.0,4.0,30.5,FR,,국산,2641.0,890.0
2000,현대 엑센트 1.4 VVT 프리미어,11/10,2011.0,가솔린,6만km,,108.0,4.0,13.9,FF,,국산,1240.0,657.0
2001,현대 아반떼HD 1.6 VVT S16 럭셔리,09/12(10년형),2010.0,가솔린,6만km,,,4.0,,FF,,국산,1465.0,450.0
2002,현대 베라크루즈 4WD 300VXL 프리미엄,13/10(14년형),2014.0,디젤,20만km,,245.0,6.0,46.0,4WD,,국산,4564.0,1890.0
2003,기아 뉴모닝 LX 기본형,09/03,2009.0,가솔린,4만km,,64.0,4.0,8.8,FF,,국산,753.0,460.0
2004,쉐보레 올 뉴 말리부 2.0 터보 LTZ 프리미엄,16/10(17년형),2017.0,가솔린,5만km,,253.0,4.0,36.0,FF,,국산,3308.0,1880.0
2005,르노삼성 SM3 네오 SE,14/06,2014.0,가솔린,4만km,,117.0,4.0,16.1,FF,,국산,1700.0,550.0
2006,현대 제네시스 쿠페 200 터보 P,08/11(09년형),2009.0,가솔린,9만km,,210.0,4.0,30.5,FR,,국산,2641.0,1190.0
2007,기아 더 프레스티지 K7 3.0 GDI 럭셔리,11/09(12년형),2012.0,가솔린,4만km,,270.0,6.0,31.6,FF,,국산,3351.0,1390.0
2008,현대 i30 1.6 VVT 프리미어,08/10(09년형),2009.0,가솔린,9만km,,124.0,4.0,15.9,FF,,국산,1743.0,499.0
2009,현대 제네시스 쿠페 380 GT P,09/10(10년형),2010.0,가솔린,11만km,,303.0,6.0,36.8,FR,,국산,3042.0,890.0
2010,쌍용 코란도 C 클러비 2WD 파크,11/12(12년형),2012.0,디젤,7만km,,181.0,4.0,36.7,FF,,국산,2500.0,1290.0
2011,기아 레이 1.0 가솔린 디럭스 스페셜,15/12(16년형),2016.0,가솔린,6만km,,78.0,3.0,9.6,FF,,국산,1310.0,668.0
2012,현대 제네시스 BH330 럭셔리,11/07(12년형),2012.0,가솔린,5만km,,300.0,6.0,35.5,FR,,국산,4940.0,2250.0
2013,GM대우 뉴 라보 접이식탑차 롱카고,17/03,2017.0,LPG,2천km,2.0,43.0,,6.7,FR,수동,국산,971.0,600.0
2014,기아 더 뉴 K9 3.3 GDI 이그제큐티브,17/01,2017.0,가솔린,3만km,,300.0,6.0,35.5,FR,,국산,5330.0,3999.0
2015,르노삼성 SM5 노바 클래식,18/07,2018.0,가솔린,3만km,,141.0,4.0,19.8,FF,,국산,2195.0,1250.0
2016,쌍용 티볼리 1.6 디젤 2WD LX,16/03,2016.0,디젤,3만km,,115.0,4.0,30.6,FF,,국산,2450.0,1799.0
2017,르노삼성 뉴 SM3 RE,10/06(11년형),2011.0,가솔린,12만km,,112.0,4.0,15.9,FF,,국산,1890.0,200.0
2018,쉐보레 크루즈 1.8 LT,11/06,2011.0,가솔린,7만km,,142.0,4.0,17.9,FF,,국산,1621.0,890.0
2019,기아 봉고3 1톤 4X4 CRDI 초장축,11/01,2011.0,디젤,6만km,3.0,126.0,,25.5,4WD,수동,국산,,970.0
2020,현대 e-카운티 표준형 슈퍼 25인승,09/05,2009.0,디젤,6만km,,170.0,,62.0,,수동,국산,,1398.0
2021,현대 제네시스 BH380 로얄,08/04,2008.0,가솔린,19만km,,290.0,6.0,36.5,FR,,국산,5472.0,750.0
2022,현대 아반떼MD M16 GDi 탑,11/01,2011.0,가솔린,4만km,,140.0,4.0,16.9,FF,,국산,1890.0,1160.0
2023,현대 제네시스 쿠페 200 터보 RW,09/07(10년형),2010.0,가솔린,11만km,,210.0,4.0,30.5,FR,,국산,3136.0,630.0
2024,현대 포터Ⅱ 초장축 더블캡 HI-SUP 최고급형,13/06(14년형),2014.0,디젤,6만km,,,,,,,국산,,1280.0
2025,현대 제네시스 쿠페 380 GT P,09/03,2009.0,가솔린,12만km,,303.0,6.0,36.8,FR,,국산,3042.0,950.0
2026,기아 쏘렌토R 2.2 리미티드 4WD 프리미엄,12/02,2012.0,디젤,15만km,,200.0,4.0,44.5,4WD,,국산,3813.0,1220.0
2027,현대 그랜드스타렉스 VAN 5인승 스마트,15/09(16년형),2016.0,디젤,9만km,,175.0,,46.0,FR,,국산,,1350.0
2028,기아 K3 1.6 GDI 트렌디,13/10(14년형),2014.0,가솔린,2만km,,140.0,4.0,16.9,FF,,국산,1837.0,1190.0
2029,기아 더 K9 5.0 GDI AWD 퀀텀,18/05(19년형),2019.0,가솔린,6천km,,425.0,8.0,52.9,AWD,,국산,9159.0,7690.0
2030,기아 더 뉴 K3 1.6 GDi 노블레스,15/10,2015.0,가솔린,9천km,,132.0,4.0,16.3,FF,,국산,,1430.0
2031,기아 모하비 KV300 2WD 최고급형,11/03,2011.0,디젤,12만km,,250.0,6.0,55.1,FR,,국산,4345.0,2280.0
2032,현대 제네시스 쿠페 200 터보 P,09/07(10년형),2010.0,가솔린,9만km,,210.0,4.0,30.5,FR,,국산,2641.0,830.0
2033,현대 쏠라티 15인승 럭셔리,16/04,2016.0,디젤,7천km,15.0,170.0,,43.0,FR,수동,국산,,4990.0
2034,현대 그랜저 뉴 럭셔리 Q270 럭셔리,09/01,2009.0,가솔린,7만km,,195.0,6.0,25.5,FF,,국산,3127.0,950.0
2035,현대 YF쏘나타 2.4 F24 GDI 최고급형,10/03,2010.0,가솔린,7만km,,201.0,4.0,25.5,FF,,국산,2992.0,1890.0
2036,제네시스 G90 3.3 T-GDi AWD 프레스티지,19/06,2019.0,가솔린,1만km,,370.0,6.0,52.0,AWD,,국산,11388.0,8800.0
2037,현대 더 뉴 아반떼 1.6 GDi 모던,14/04,2014.0,가솔린,8만km,,140.0,4.0,16.9,FF,,국산,1890.0,700.0
2038,현대 제네시스 쿠페 380 GT R,08/12(09년형),2009.0,가솔린,11만km,,303.0,6.0,36.8,FR,,국산,3392.0,1390.0
2039,현대 아반떼HD 1.6 VVT S16 프리미어,10/06,2010.0,가솔린,9만km,,124.0,4.0,15.9,FF,,국산,1804.0,650.0
2040,기아 올 뉴 K7 2.2 디젤 프레스티지,16/04,2016.0,디젤,4만km,,202.0,,45.0,FF,,국산,3308.0,2430.0
2041,현대 포터Ⅱ 캠핑카,19/00,2019.0,디젤,350km,,133.0,,,FR,,국산,,4999.0
2042,현대 제네시스 쿠페 380 GT R,08/10(09년형),2009.0,가솔린,11만km,,,,,,수동,국산,3392.0,1330.0
2043,기아 모하비 KV300 4WD 최고급형,15/01,2015.0,디젤,3만km,,260.0,6.0,56.0,4WD,,국산,4511.0,3650.0
2044,현대 프레스토 1500 AMX,89/02,1989.0,가솔린,9만km,,,,,,수동,국산,,520.0
2045,기아 올 뉴 쏘렌토 2.0 디젤 2WD 노블레스 스페셜,15/10(16년형),2016.0,디젤,4만km,,186.0,4.0,41.0,FF,,국산,3320.0,2650.0
2046,현대 제네시스 쿠페 200 터보 P,10/07(11년형),2011.0,가솔린,8만km,,210.0,4.0,30.5,FR,,국산,2723.0,750.0
2047,현대 코나 1.6 T-GDi 4WD 프리미엄,18/01,2018.0,가솔린,3만km,,177.0,,27.0,4WD,,국산,2605.0,2200.0
2048,현대 투싼 2.0 VGT 디젤 MX 2WD 고급형,07/05,2007.0,디젤,18만km,,143.0,4.0,32.0,FF,,국산,2021.0,300.0
2049,쌍용 로디우스 유로 RD500 4WD,12/11(13년형),2013.0,디젤,14만km,,155.0,,36.7,4WD,,국산,,698.0
2050,기아 올 뉴 모닝 바이퓨얼 디럭스,14/01,2014.0,가솔린/LPG겸용,8만km,,82.0,3.0,9.6,FF,,국산,1130.0,600.0
2051,쉐보레 스파크 LT,12/01,2012.0,가솔린,8만km,,70.0,4.0,9.4,FF,,국산,1143.0,580.0
2052,현대 더 뉴 제네시스 쿠페 200 터보 S,12/12,2012.0,가솔린,6만km,,275.0,4.0,38.0,FR,,국산,2965.0,1850.0
2053,현대 뉴 투싼ix 2.0 디젤 2WD 모던,13/10(14년형),2014.0,디젤,6만km,,184.0,4.0,40.0,FF,,국산,2590.0,1690.0
2054,기아 봉고3 1톤 4X2 CRDI 초장축 ,08/01,2008.0,디젤,17만km,3.0,,,,FR,수동,국산,,650.0
2055,쉐보레 크루즈 1.8 LT,11/08(12년형),2012.0,가솔린,9만km,,142.0,4.0,17.9,FF,,국산,1679.0,650.0
2056,현대 코나 일렉트릭 프리미엄,18/12(19년형),2019.0,전기,1천km,,204.0,,40.3,FF,,국산,5071.0,3990.0
2057,기아 더 뉴 K5 2.0 LPi 디럭스,15/01,2015.0,LPG,6만km,,155.0,,19.8,FF,,국산,,748.0
2058,현대 더 뉴 제네시스 쿠페 200 터보 S,12/11,2012.0,가솔린,4만km,,275.0,4.0,38.0,FR,,국산,2965.0,1710.0
2059,기아 더 뉴 카니발 2.2 디젤 7인승 리무진 VIP,18/04(19년형),2019.0,디젤,3만km,,202.0,4.0,45.0,FF,,국산,3672.0,3290.0
2060,두성 R600 캠핑카,12/02,2012.0,디젤,5만km,,174.0,,41.0,,,국산,,6250.0
2061,기아 더 뉴 스포티지R 2.0 디젤 2WD 프레스티지,14/04,2014.0,디젤,10만km,,184.0,4.0,41.0,FF,,국산,2565.0,1290.0
2062,기아 포르테 쿱 2.0 CVVT 고급형 레드프리미엄,10/02,2010.0,가솔린,8만km,,158.0,4.0,20.2,FF,,국산,1966.0,529.0
2063,현대 포터Ⅱ 초장축 슈퍼캡 CRDi 고급형,07/06,2007.0,디젤,22만km,,133.0,,,,수동,국산,,400.0
2064,현대 싼타페 2.0 골드 디젤 2WD 고급형,05/08,2005.0,디젤,26만km,,126.0,,29.5,FF,,국산,2209.0,290.0
2065,기아 로체 이노베이션 2.0 LX 스페셜,09/06,2009.0,가솔린,11만km,,163.0,4.0,20.1,FF,,국산,2018.0,530.0
2066,현대 그랜저 뉴 럭셔리 Q270 럭셔리 스마트팩,08/06(09년형),2009.0,가솔린,18만km,,195.0,6.0,25.5,FF,,국산,3362.0,790.0
2067,르노삼성 SM7 뉴 아트 LE23,09/01,2009.0,가솔린,14만km,,170.0,6.0,23.0,FF,,국산,3020.0,1130.0
2068,쌍용 액티언 스포츠 AX5 2WD 클럽,11/09,2011.0,디젤,18만km,,145.0,,31.6,FR,,국산,2096.0,650.0
2069,기아 더 프레스티지 K7 2.4 GDI 프레스티지,12/03,2012.0,가솔린,7만km,,201.0,4.0,25.5,FF,,국산,3136.0,1730.0
2070,기아 더 뉴 K5 2.0 LPi 디럭스,14/09(15년형),2015.0,LPG,8만km,,155.0,,19.8,FF,,국산,,900.0
2071,제네시스 EQ900 3.8 GDi AWD 럭셔리,17/03,2017.0,가솔린,6만km,,315.0,6.0,40.5,AWD,,국산,7415.0,4100.0
2072,현대 그랜져TG 아제라,09/01(07년형),2007.0,가솔린,11만ml,,237.0,,31.3,FF,,국산,,299.0
2073,르노삼성 SM7 VQ35 RE,06/03,2006.0,가솔린,13만km,,217.0,6.0,31.9,FF,,국산,3630.0,390.0
2074,현대 뉴 제네시스 G330 프리미엄 AWD,14/09(15년형),2015.0,가솔린,6만km,,282.0,6.0,35.4,AWD,,국산,5401.0,2950.0
2075,밴텍 라쿤팝 이동업무차,13/08(14년형),2014.0,디젤,3만km,,174.0,,41.0,,,국산,,3200.0
2076,현대 엑센트 1.6 VGT 프리미어,12/11,2012.0,디젤,15만km,,128.0,4.0,26.5,FF,,국산,1520.0,400.0
2077,현대 에쿠스 GS 300 기본형,04/04,2004.0,가솔린,17만km,,203.0,6.0,25.8,FF,,국산,4410.0,290.0
2078,제네시스 G80 3.3 GDi AWD 프리미엄 럭셔리,16/08(17년형),2017.0,가솔린,2만km,,282.0,6.0,35.4,AWD,,국산,5510.0,4390.0
2079,현대 제네시스 쿠페 380 GT P,11/09,2011.0,가솔린,12만km,,303.0,6.0,36.8,FR,,국산,3128.0,890.0
2080,현대 제네시스 BH330 그랜드 프라임팩,08/04,2008.0,가솔린/LPG겸용,18만km,,262.0,6.0,32.1,FR,,국산,4440.0,1590.0
2081,현대 그랜져HG 300 LPG 익스클루시브,15/02,2015.0,LPG,8만km,,235.0,,28.6,FF,,국산,,1111.0
2082,현대 YF쏘나타 2.0 Y20 탑 고급형,10/04,2010.0,가솔린,11만km,,165.0,,20.2,FF,,국산,,730.0
2083,현대 더 뉴 아반떼 1.6 VGT 텐 밀리언 리미티드,15/07(16년형),2016.0,디젤,2만km,,128.0,4.0,28.6,FF,,국산,2195.0,1090.0
2084,현대 제네시스 쿠페 380 GT R,08/11(09년형),2009.0,가솔린,15만km,,,,,,수동,국산,3392.0,950.0
2085,삼일 이동업무차,17/05,2017.0,디젤,1만km,,133.0,,,FR,,국산,,3850.0
2086,기아 쏘렌토R 2.2 리미티드 2WD 프리미엄,09/08(10년형),2010.0,디젤,15만km,,200.0,4.0,44.5,FF,,국산,3395.0,1700.0
2087,현대 제네시스 BH330 그랜드 프라임팩,10/12(11년형),2011.0,가솔린,18만km,,262.0,6.0,32.1,FR,,국산,4440.0,950.0
2088,르노삼성 SM5 뉴 임프레션 XE,08/01,2008.0,가솔린,23만km,,143.0,4.0,20.0,FF,,국산,2330.0,170.0
2089,현대 그랜져HG 300 LPG 모던,15/06(16년형),2016.0,LPG,13만km,,235.0,,28.6,FF,,국산,,1299.0
2090,벤텍 라쿤팝 이동업무차,13/06(14년형),2014.0,디젤,2만km,,174.0,,41.0,,,국산,,3590.0
2091,기아 오피러스 GH300 최고급형 프리미엄,04/06,2004.0,가솔린,21만km,,187.0,6.0,25.9,FF,,국산,4574.0,320.0
2092,기아 그랜드카니발 R GX 그랜드팩,10/11,2010.0,디젤,6만km,,,,,,수동,국산,2336.0,1150.0
2093,기아 올 뉴 K7 2.4 GDi 리미티드 에디션,17/05,2017.0,가솔린,7천km,,190.0,4.0,24.6,FF,,국산,3290.0,2850.0
2094,현대 그랜져HG 300 프리미엄,15/04,2015.0,가솔린,3만km,,270.0,6.0,31.5,FF,,국산,3361.0,2390.0
2095,기아 K5 2세대 2.0 가솔린 SX 스타일 에디션,18/01,2018.0,가솔린,1만km,,168.0,4.0,20.5,FF,,국산,2395.0,1530.0
2096,현대 LF쏘나타 2.0 LPi 모던,14/10(15년형),2015.0,LPG,7만km,,151.0,,19.8,FF,,국산,,1099.0
2097,기아 K7 VG270 럭셔리 프리미엄,11/01,2011.0,가솔린,9만km,,200.0,6.0,26.0,FF,,국산,3590.0,1390.0
2098,쌍용 코란도 스포츠 익스트림 4WD,15/12(16년형),2016.0,디젤,6만km,,155.0,,36.7,4WD,,국산,,1890.0
2099,기아 레이 1.0 가솔린 프레스티지,13/07,2013.0,가솔린,6만km,,78.0,3.0,9.6,FF,,국산,1490.0,650.0
2100,현대 싼타페DM 2.0 VGT 2WD 익스클루시브 스페셜,13/07(14년형),2014.0,디젤,6만km,,184.0,4.0,41.0,FF,,국산,3318.0,2090.0
2101,기아 더 K9 3.3 T-GDI AWD 그랜드 마스터즈,18/04(19년형),2019.0,가솔린,1만km,,370.0,6.0,52.0,AWD,,국산,8079.0,5799.0
2102,기아 더 뉴 K7 2.4 GDI 프레스티지 스페셜,15/04,2015.0,가솔린,8만km,,201.0,4.0,25.5,FF,,국산,3141.0,1230.0
2103,정박형 트레일러,05/00,2005.0,기타,등록,,,,,,수동,국산,,600.0
2104,르노삼성 뉴 SM5 LPLi 장애우용 SE 플러스,10/12(11년형),2011.0,LPG,15만km,,140.0,,19.7,FF,,국산,,550.0
2105,현대 그랜드스타렉스 리무진,12/05,2012.0,디젤,6만km,,175.0,,46.0,FR,,국산,,4440.0
2106,기아 K5 2.0 트렌디,12/05(13년형),2013.0,가솔린,14만km,,172.0,4.0,20.5,FF,,국산,2455.0,1390.0
2107,현대 엑센트  1.6 VGT 프리미어,11/06,2011.0,디젤,26만km,,128.0,4.0,26.5,FF,,국산,1520.0,399.0
2108,현대 싼타페 2.0 골드 디젤 2WD 최고급형,02/11,2002.0,디젤,11만km,,126.0,4.0,26.4,FF,,국산,2275.0,419.0
2109,현대 올 뉴 투싼 2.0 E-VGT 2WD 스타일,16/05(17년형),2017.0,디젤,2만km,,,4.0,,FF,,국산,2250.0,2250.0
2110,GM대우 윈스톰 LT 5인승 2WD 고급형,07/11(08년형),2008.0,디젤,24만km,,150.0,4.0,32.6,FF,,국산,2409.0,499.0
2111,현대 뉴 i30 1.6 VGT 익스트림,12/04,2012.0,디젤,7만km,,128.0,4.0,26.5,FF,,국산,2205.0,890.0
2112,쉐보레 크루즈 1.8 LT,11/03,2011.0,가솔린,11만km,,142.0,4.0,17.9,FF,,국산,1621.0,880.0
2113,현대 제네시스 쿠페 200 터보 RW,10/04,2010.0,가솔린,10만km,,210.0,4.0,30.5,FR,,국산,3136.0,1280.0
2114,현대 e마이티 3.5톤 내장탑차,09/08,2009.0,디젤,23만km,,,,,,수동,국산,,2250.0
2115,기아 올 뉴 모닝 1.0 가솔린 럭셔리 스포츠,13/03,2013.0,가솔린,4만km,,82.0,3.0,9.6,FF,,국산,1105.0,730.0
2116,GM대우 마티즈2 베스트 고급형,04/11(05년형),2005.0,가솔린,10만km,,52.0,3.0,7.4,FF,,국산,828.0,180.0
2117,쌍용 액티언 CX5 2WD 고급형,06/03,2006.0,디젤,14만km,,,4.0,,FR,,국산,1773.0,599.0
2118,기아 K7 VG270 럭셔리,10/12(11년형),2011.0,가솔린,13만km,,200.0,6.0,26.0,FF,,국산,3340.0,620.0
2119,현대 뉴 i30 1.6 GDi 익스트림,12/11,2012.0,가솔린,15만km,,140.0,4.0,16.9,FF,,국산,2005.0,790.0
2120,기아 올 뉴 카니발 2.2 디젤 9인승 프레스티지,16/11(17년형),2017.0,디젤,1만km,,202.0,4.0,45.0,FF,,국산,3340.0,2700.0
2121,기아 K7 VG350 노블레스,10/08(11년형),2011.0,가솔린,18만km,,290.0,6.0,34.5,FF,,국산,3875.0,950.0
2122,GM대우 마티즈 크리에이티브 재즈 스타,09/12(10년형),2010.0,가솔린,20만km,,70.0,4.0,9.4,FF,,국산,1024.0,350.0
2123,현대 싼타페DM 2.2 VGT 2WD 익스클루시브,14/06(15년형),2015.0,디젤,6만km,,200.0,4.0,44.5,FF,,국산,3278.0,2280.0
2124,기아 봉고3 1톤 더블캡 초장축,14/03,2014.0,디젤,5만km,,133.0,,26.5,,,국산,,1088.0
2125,현대 에쿠스 JS 350 럭셔리,04/04,2004.0,가솔린,14만km,,210.0,6.0,31.0,FF,,국산,5852.0,590.0
2126,현대 싼타페DM 2.0 VGT 2WD 익스클루시브,14/05(15년형),2015.0,디젤,3만km,,184.0,4.0,41.0,FF,,국산,3198.0,2990.0
2127,기아 K5 2.0 LPi 프레스티지,13/01,2013.0,LPG,13만km,,144.0,,19.3,FF,,국산,,1050.0
2128,르노삼성 SM7 뉴 아트 LE23,09/12(10년형),2010.0,가솔린,9만km,,170.0,6.0,23.0,FF,,국산,3040.0,899.0
2129,르노삼성 SM7 뉴 아트 SE23 ,08/07,2008.0,가솔린,14만km,,170.0,6.0,23.0,FF,,국산,2750.0,790.0
2130,기아 올 뉴 카니발 3.3 GDi 9인승 하이리무진 노블레스,17/05(18년형),2018.0,가솔린,4만km,,280.0,6.0,34.7,FF,,국산,5404.0,4550.0
2131,기아 올 뉴 모닝 바이퓨얼 스마트,14/01,2014.0,가솔린/LPG겸용,6만km,,,3.0,,FF,,국산,1041.0,488.0
2132,쌍용 뉴카이런 2.0 LV5 2WD 고급형,07/08(08년형),2008.0,디젤,19만km,,151.0,4.0,33.8,FR,,국산,2499.0,450.0
2133,현대 갤로퍼 롱바디 디젤 엑시드 7인승,95/08,1995.0,디젤,21만km,7.0,,,,4WD,수동,국산,,1990.0
2134,현대 아반떼MD M16 GDi 에비뉴,13/04,2013.0,가솔린,7만km,,140.0,4.0,16.9,FF,,국산,1785.0,990.0
2135,기아 더 뉴 모하비 3.0 디젤 상시4WD 프레지던트,17/01,2017.0,디젤,5만km,,260.0,6.0,56.1,4WD,,국산,4680.0,3270.0
2136,현대 제네시스 쿠페 200 터보 P,11/03,2011.0,가솔린,9만km,,210.0,4.0,30.5,FR,,국산,2723.0,1090.0
2137,기아 스포티지R 2.0 디젤 2WD TLX 고급형,10/06(11년형),2011.0,디젤,9만km,,184.0,4.0,40.0,FF,,국산,2187.0,1190.0
2138,현대 뉴 에쿠스 VS 500 프레스티지,12/05,2012.0,가솔린,19만km,,430.0,,52.0,FR,,국산,,1690.0
2139,기아 오피러스 프리미엄 GH330 노블레스,11/09,2011.0,가솔린,10만km,,259.0,6.0,32.2,FF,,국산,4289.0,1150.0
2140,쌍용 코란도 스포츠 어드벤처 60주년 에디션 4WD,14/11(15년형),2015.0,디젤,6만km,,181.0,4.0,36.7,4WD,,국산,2560.0,1690.0
2141,르노삼성 SM3 뉴 제너레이션 PE 16,09/06,2009.0,가솔린,9만km,,107.0,4.0,14.9,FF,,국산,1215.0,510.0
2142,현대 그랜져TG Q270 모젠 럭셔리 스마트팩,06/11(07년형),2007.0,가솔린,15만km,,192.0,6.0,25.5,FF,,국산,3465.0,990.0
2143,쌍용 뉴 코란도 C 2.0 디젤 CVT 고급형,14/10(15년형),2015.0,디젤,2만km,,181.0,4.0,36.7,FF,,국산,2380.0,1600.0
2144,제네시스 G70 2.0 T-GDi AWD 스포츠 패키지,18/03,2018.0,가솔린,1만km,,255.0,4.0,36.0,AWD,,국산,4525.0,3750.0
2145,현대 제네시스 쿠페 380 GT P,10/09,2010.0,가솔린,8만km,,303.0,6.0,36.8,FR,,국산,3042.0,900.0
2146,르노삼성 뉴 SM5 LPLi 장애우용 LE,06/10(07년형),2007.0,LPG,15만km,,,,,FF,,국산,,599.0
2147,현대 뉴 에쿠스 VL 500 프레스티지,09/10(10년형),2010.0,가솔린,7만km,,400.0,8.0,51.0,FR,,국산,14600.0,2490.0
2148,기아 포르테 쿱 1.6 CVVT 고급형 레드프리미엄,10/02,2010.0,가솔린,12만km,,124.0,4.0,15.9,FF,,국산,1905.0,490.0
2149,기아 더 뉴 K9 3.3 GDI 이그제큐티브,14/12(15년형),2015.0,가솔린,9만km,,300.0,6.0,35.5,FR,,국산,5330.0,3199.0
2150,기아 올 뉴 카니발 2.2 디젤 9인승 노블레스,17/07(18년형),2018.0,디젤,1만km,,202.0,4.0,45.0,FF,,국산,3725.0,2990.0
2151,르노삼성 SM525V,02/08,2002.0,가솔린,18만km,,173.0,6.0,22.5,FF,,국산,2599.0,190.0
2152,현대 그랜져TG Q270 LPI 장애인용,05/12(06년형),2006.0,LPG,16만km,,165.0,,25.0,FF,,국산,24120.0,690.0
2153,쌍용 카이런 2.0 LV5 4WD 고급형,06/06,2006.0,디젤,21만km,,145.0,4.0,31.6,4WD,,국산,2538.0,350.0
2154,쉐보레 더 뉴 말리부 1.3 터보 LT 디럭스,20/04,2020.0,가솔린,3천km,,156.0,4.0,24.1,FF,,국산,2741.0,2150.0
2155,현대 뉴 제네시스 G330 프리미엄 AWD,15/04(16년형),2016.0,가솔린,7만km,,282.0,6.0,35.4,AWD,,국산,5401.0,2390.0
2156,쉐보레 크루즈 5도어 2.0 LTZ 플러스,13/09(14년형),2014.0,디젤,29만km,,163.0,4.0,36.7,FF,,국산,2332.0,330.0
2157,기아 포르테 1.6 GDI 럭셔리,11/07,2011.0,가솔린,5만km,,140.0,4.0,16.9,FF,,국산,1500.0,678.0
2158,기아 스포티지R 2.0 디젤 2WD TLX 최고급형,12/01,2012.0,디젤,15만km,,184.0,4.0,40.0,FF,,국산,2499.0,1330.0
2159,제네시스 EQ900 3.3 T-GDi AWD 프레스티지,15/12(16년형),2016.0,가솔린,6천km,,370.0,6.0,52.0,AWD,,국산,10900.0,8900.0
2160,현대 베라크루즈 2WD 300VX 스마트 팩,10/04(11년형),2011.0,디젤,6만km,,245.0,6.0,46.0,FF,,국산,4091.0,1498.0
2161,현대 뉴 제네시스 G330 모던 AWD,14/03,2014.0,가솔린,9만km,,282.0,6.0,35.4,AWD,,국산,4910.0,3450.0
2162,현대 아반떼AD 1.6 T-GDi 스포츠 7 DCT,17/11(18년형),2018.0,가솔린,4만km,,204.0,4.0,26.9,FF,,국산,2160.0,1590.0
2163,기아 더 뉴 K9 3.8 GDI VIP,16/01,2016.0,가솔린,5만km,,334.0,6.0,40.3,FR,,국산,7260.0,3599.0
2164,현대 그랜드스타렉스 캠핑카,17/04,2017.0,디젤,8만km,,174.0,,41.0,,,국산,,3750.0
2165,GM대우 베리타스 3.6 럭셔리,10/06,2010.0,가솔린,5만km,,252.0,,34.0,FR,,국산,,1300.0
2166,현대 그랜드스타렉스 VAN 5인승 CVX 럭셔리,07/11(08년형),2008.0,디젤,13만km,,174.0,,41.0,FR,,국산,2099.0,780.0
2167,어울림모터스 스피라 S 2.7,12/06,2012.0,가솔린,7천km,,,,,,수동,국산,10508.0,7900.0
2168,현대 아반떼XD 1.5 GLS 기본형,02/05,2002.0,가솔린,12만km,,108.0,4.0,14.3,FF,,국산,1000.0,170.0
2169,현대 제네시스 BH380 로얄 VIP 팩,08/04,2008.0,가솔린,26만km,,290.0,6.0,36.5,FR,,국산,6021.0,1050.0
2170,현대 제네시스 쿠페  200 터보 R,10/05,2010.0,가솔린,7만km,4.0,210.0,4.0,30.5,FR,수동,국산,2942.0,1170.0
2171,현대 그랜져TG L330 탑 메모리팩,05/10(06년형),2006.0,가솔린,17만km,,233.0,6.0,31.0,FF,,국산,3684.0,580.0
2172,기아 레이 1.0 터보 프레스티지,13/01,2013.0,가솔린,9만km,,106.0,3.0,14.0,FF,,국산,1574.0,849.0
2173,현대 그랜져IG 3.0 GDI 익스클루시브 스페셜,17/05(18년형),2018.0,가솔린,8천km,,266.0,6.0,31.4,FF,,국산,3900.0,2600.0
2174,현대 그랜져HG 300 로얄,11/11(12년형),2012.0,가솔린,5만km,,270.0,6.0,31.5,FF,,국산,3901.0,2050.0
2175,현대 그랜드스타렉스 리무진,10/11(11년형),2011.0,디젤,8만km,,175.0,,46.0,FR,,국산,,2500.0
2176,현대 e-에어로타운 캠핑카,05/07,2005.0,디젤,16만km,,,,,,수동,국산,,3600.0
2177,현대 에쿠스 리무진 JL 380 ,06/09(07년형),2007.0,가솔린,14만km,,266.0,6.0,36.0,FF,,국산,7919.0,990.0
2178,현대 그랜져HG 220 디젤 모던,15/02,2015.0,디젤,8만km,,202.0,4.0,45.0,FF,,국산,3156.0,1790.0
2179,현대 제네시스 BH380 로얄,12/05,2012.0,가솔린,13만km,,334.0,6.0,40.3,FR,,국산,5660.0,1530.0
2180,현대 NF쏘나타 F24S 프리미어 고급형,06/08(07년형),2007.0,가솔린,13만km,,166.0,4.0,23.0,FF,,국산,2575.0,369.0
2181,현대 제네시스 BH330 프리미엄 스페셜,13/03,2013.0,가솔린,3만km,,300.0,6.0,35.5,FR,,국산,5424.0,3250.0
2182,기아 쏘렌토R 2.0 TLX 2WD 최고급형,11/04,2011.0,디젤,11만km,,184.0,4.0,40.0,FF,,국산,2878.0,1050.0
